price,volume,type
34477.99,0.00039057,buy
34223.17,0.0039343,buy
34000.0,0.00402222,buy
33100.0,0.02402222,buy
33000.0,2.222e-05,buy
32839.72,0.00960055,buy
32709.97,0.00535004,buy
32500.01,0.00061538,buy
32300.0,0.00191826,buy
32156.0,0.00605499,buy
32000.0,0.00377312,buy
30500.0,2.222e-05,buy
30000.0,0.13487509,buy
29999.99,4.444e-05,buy
29876.76,0.001,buy
29000.0,0.005,buy
28900.0,0.00314755,buy
28500.0,0.00207368,buy
28349.4999,3.784e-05,buy
28000.0,0.01801999,buy
27800.0,0.01242222,buy
27600.0,0.05,buy
27440.0,0.001,buy
27000.0,0.0107,buy
26713.7,0.0054,buy
26545.0,0.05370167,buy
26501.0,0.00115052,buy
26500.0,2.222e-05,buy
26249.9,0.00805641,buy
26000.0,0.00243183,buy
25700.0,0.00085603,buy
25500.0,0.00978039,buy
25100.0,0.001,buy
25000.0,0.12215421,buy
24999.99,0.0002,buy
24943.4,0.0205,buy
24000.0,0.04608333,buy
23500.0,0.02542222,buy
23354.57,0.00593331,buy
23270.0,0.111,buy
23000.0,0.04872222,buy
22900.0,0.02002222,buy
22500.0,0.04,buy
22080.18,0.00457423,buy
22000.0,0.29901136,buy
21500.0,1.08992222,buy
21424.61,6.666e-05,buy
21000.0,0.0415,buy
20940.0,0.00100811,buy
20600.0,2.222e-05,buy
20574.71,0.06824689,buy
20416.01,7e-05,buy
20050.0,0.00254713,buy
